recipe_name,total_time,servings,yield,ingredients,directions,rating,url,nutrition,timing,processed_ingredients_directions,processed_ingredients
Apple Turnovers,55,8,8 turnovers,"2 tablespoons lemon juice, 4 cups water, 4  Granny Smith apples - peeled, cored and sliced, 2 tablespoons butter, 1 cup brown sugar, 1 teaspoon ground cinnamon, 1 tablespoon cornstarch, 1 tablespoon water, 1 (17.25 ounce) package frozen puff pastry sheets, thawed, 1 cup confectioners' sugar, 1 tablespoon milk, 1 teaspoon vanilla extract","Combine the lemon and 4 cups water in a large bowl. Place the sliced apples in the water to keep them from browning.
Melt butter in a large skillet over medium heat. Drain water from apples, and place them into the hot skillet. Cook and stir for about 2 minutes. Add brown sugar, and cinnamon, and cook, stirring, for 2 more minutes. Stir together cornstarch and 1 tablespoon water. Pour into the skillet, and mix well. Cook for another minute, or until sauce has thickened. Remove from heat to cool slightly.
Preheat the oven to 400 degrees F (200 degrees C).
Unfold puff pastry sheets, and repair any cracks by pressing them back together. Trim each sheet into a square. Then cut each larger square into 4 smaller squares. Spoon apples onto the center of each squares. Fold over from corner to corner into a triangle shape, and press edges together to seal. Place turnovers on a baking sheet, leaving about 1 inch between them.
Bake for 25 minutes in the preheated oven, until turnovers are puffed and lightly browned. Cool completely before glazing.
To make the glaze, mix together the confectioners' sugar, milk and vanilla in a small bowl. Adjust the thickness by adding more sugar or milk if necessary. Drizzle glaze over the cooled turnovers.











Dotdash Meredith Food Studios
",4.6,https://www.allrecipes.com/recipe/59124/apple-turnovers/,"Total Fat 26g 33%, Saturated Fat 8g 39%, Cholesterol 8mg 3%, Sodium 184mg 8%, Total Carbohydrate 80g 29%, Dietary Fiber 2g 9%, Total Sugars 50g, Protein 5g, Vitamin C 5mg 26%, Calcium 42mg 3%, Iron 2mg 11%, Potassium 161mg 3%","Prep Time: 30 mins, Cook Time: 25 mins, Total Time: 55 mins, Servings: 8, Yield: 8 turnovers",butter leave dotdash thickness necessary medium thicken ounce combine slice meredith water place add preheat ground cook thaw square cook shape spoon c cut brown butter    cup slice small glazing repair add edge adjust sheet f apple degree puff sheet large food pastry sugar   sheet hot confectioner slightly puff tablespoon square oven cup extract crack press peel studio cornstarch lightly skillet frozen vanilla sauce center water inch heat stir granny heat cool pour oven triangle skillet bake   brown   completely lemon unfold   turnover cinnamon cornstarch water melt corner brown package sugar minute juice stir bake   milk glaze large minute skillet smith teaspoon seal preheat minute trim drizzle glaze small turnover milk cool drain   square press core bowl apple remove tablespoon mix fold,tablespoon lemon juice cup water granny smith apple peel core slice butter brown sugar teaspoon ground cinnamon cornstarch ounce package freeze puff pastry sheet thaw confectioner milk vanilla extract
Apple Crisp - Perfect and Easy,60,6,1 8-inch square dish,"2 ½ cups apples - peeled, cored, and sliced, 1 cup sifted all-purpose flour, 1 cup white sugar, ½ teaspoon ground cinnamon, ¼ teaspoon salt, ½ cup butter, softened","Preheat the oven to 375 degrees F (190 degrees C). Lightly grease an 8-inch square baking dish.
Arrange apple slices evenly in the prepared baking dish. Sift flour, sugar, cinnamon, and salt into a bowl. Cut in butter using a pastry blender, or 2 knives, until mixture resembles coarse cornmeal; sprinkle over apples.
Bake in the preheated oven until topping is golden, 40 to 45 minutes. Cool slightly before serving.











naples34102
",4.7,https://www.allrecipes.com/recipe/229274/apple-crisp-perfect-and-easy/,"Total Fat 16g 20%, Saturated Fat 10g 49%, Cholesterol 41mg 14%, Sodium 207mg 9%, Total Carbohydrate 56g 20%, Dietary Fiber 2g 6%, Total Sugars 38g, Protein 2g, Vitamin C 2mg 11%, Calcium 13mg 1%, Iron 1mg 6%, Potassium 77mg 2%","Prep Time: 20 mins, Cook Time: 40 mins, Total Time: 1 hrs, Servings: 6, Yield: 1 8-inch square dish",butter    mixture salt white    preheat ground coarse c cut butter     cup slice flour prepare slice f apple degree pastry evenly arrange allpurpose core cup peel lightly golden dish slightly salt top cool oven sift naple inch bake   cornmeal resemble cinnamon serve apple minute sugar sprinkle bake soften knife teaspoon preheat sift grease square   blender bowl    apple,cup apple peel core slice sift allpurpose flour white sugar teaspoon ground cinnamon salt butter soften
The Best Caramel Apples,135,8,missing,"8 large tart apples, 8  wooden chopsticks for handles, 2 cups packed brown sugar, 1 (14 ounce) can sweetened condensed milk, 1 cup light corn syrup, 1 cup butter, 2 teaspoons vanilla extract","Bring a large saucepan of water to a boil. Dip apples in boiling water for a few seconds, using a slotted spoon, then dry with paper towels to remove any wax from the peels. Set apples aside to cool completely, about 30 minutes.
Insert sticks into the bottom of each cooled apple through the core for a handle.
Line a baking sheet with parchment paper.
Stir brown sugar, sweetened condensed milk, corn syrup, and butter together in a saucepan over medium-high heat. Bring to a boil, stirring constantly, then reduce heat to medium. Cook until a candy thermometer reads 248 degrees F (120 degrees C), stirring constantly to prevent burning, about 25 to 30 minutes. A teaspoon of caramel dropped in a glass of cold water, should form a firm ball. Remove caramel from heat and stir in vanilla extract.
Working quickly, dip each apple into the hot caramel to completely coat the apple and about 1/2 inch of the wooden handle. Sprinkle apples with any desired toppings while still hot. Let caramel apples cool on the prepared baking sheet, about 1 hour. Use caution, caramel is very hot.",4.5,https://www.allrecipes.com/recipe/228210/the-best-caramel-apples/,"Total Fat 28g 35%, Saturated Fat 17g 87%, Cholesterol 78mg 26%, Sodium 269mg 12%, Total Carbohydrate 142g 51%, Dietary Fiber 5g 18%, Total Sugars 113g, Protein 5g, Vitamin C 11mg 55%, Calcium 210mg 16%, Iron 1mg 4%, Potassium 491mg 10%","Prep Time: 15 mins, Cook Time: 30 mins, Additional Time: 1 hrs 30 mins, Total Time: 2 hrs 15 mins, Servings: 8",butter corn tart insert ounce constantly chopstick teaspoon topping   c cook   handle paper thermometer brown butter mediumhigh cup parchment saucepan prepared boiling sheet f glass apple dip degree prevent sheet completely     hot cup extract ball hot syrup spoon pack handle vanilla read   coat   paper let slotted water inch heat stir sweeten heat cool core stir caution burn condense bake   form cold firm constantly completely second drop boil light extract caramel water wax working line minute sugar sprinkle dry candy   wooden large boil quickly teaspoon stick use reduce milk hour aside cool   peel desire towel apple medium bring remove set apple,large tart apple wooden chopstick handle cup pack brown sugar ounce sweeten condensed milk light corn syrup butter teaspoon vanilla extract
Mulligatawny Soup,80,6,missing,"½ cup chopped onion, 2 stalks celery, chopped, 1  carrot, diced, ¼ cup butter, 1 ½ tablespoons all-purpose flour, 1 ½ teaspoons curry powder, 4 cups chicken broth, ½  apple, cored and chopped, ¼ cup white rice, 1  skinless, boneless chicken breast half - cut into cubes, 1 pinch dried thyme,   salt and ground black pepper to taste, ½ cup heavy cream, heated","Melt butter in a large soup pot over medium heat. Add onions, celery, and carrot and sauté until soft, 5 to 7 minutes. Add flour and curry, and cook 5 more minutes, stirring frequently. Add chicken broth, mix well, and bring to a boil. Reduce heat and simmer for about 30 minutes.
Add apple, rice, chicken, thyme, salt, and pepper. Simmer until rice is tender, 15 to 20 minutes.
Just before serving, stir in hot cream.











TheBritishBaker
",4.8,https://www.allrecipes.com/recipe/13087/mulligatawny-soup-i/,"Total Fat 16g 20%, Saturated Fat 10g 48%, Cholesterol 62mg 21%, Sodium 734mg 32%, Total Carbohydrate 14g 5%, Dietary Fiber 1g 5%, Total Sugars 3g, Protein 7g, Vitamin C 3mg 15%, Calcium 38mg 3%, Iron 1mg 6%, Potassium 186mg 4%","Prep Time: 20 mins, Cook Time: 1 hrs, Total Time: 1 hrs 20 mins, Servings: 6",butter cream    medium salt teaspoon white     half add curry ground cook cut butter pot   chop cup flour dice minute simmer   cream boneless chop skinless carrot onion powder breast carrot allpurpose hot black chicken cup rice heat stir salt heat   cube dry stir thebritishbaker   stalk   pepper soft chicken   boil saut   heavy apple melt minute soup rice flour large celery taste tender frequently broth pepper pinch reduce curry serve    onion core bring tablespoon thyme mix heat,cup chop onion stalk celery carrot dice butter tablespoon allpurpose flour teaspoon curry powder chicken broth apple core white rice skinless boneless breast half cut cube pinch dry thyme salt ground black pepper taste heavy cream heat
Sauteed Apples,20,8,4 cups,"¼ cup butter, 4 large tart apples - peeled, cored and sliced 1/4 inch thick, ½ cup cold water, 2 teaspoons cornstarch, ½ cup brown sugar, ½ teaspoon ground cinnamon","Melt butter in a large skillet or saucepan over medium heat; add apples and cook, stirring constantly, until almost tender, 6 to 7 minutes.
Mix water and cornstarch together in a small bowl until cornstarch is dissolved; pour over apples. Stir in brown sugar and cinnamon. Bring to a boil for 2 minutes, stirring occasionally. Remove from heat and serve warm.











dotdash meredith food studios
",4.8,https://www.allrecipes.com/recipe/21672/sauteed-apples/,"Total Fat 6g 8%, Saturated Fat 4g 19%, Cholesterol 15mg 5%, Sodium 45mg 2%, Total Carbohydrate 24g 9%, Dietary Fiber 3g 9%, Total Sugars 20g, Protein 0g, Vitamin C 5mg 25%, Calcium 18mg 1%, Iron 0mg 1%, Potassium 128mg 3%","Prep Time: 5 mins, Cook Time: 15 mins, Total Time: 20 mins, Servings: 8, Yield: 4 cups",butter boil water    inch cinnamon dotdash heat stir tart medium slice large teaspoon meredith apple skillet pour    teaspoon minute stir serve tender add ground warm sugar food   cold cook   constantly   bowl butter brown dissolve cup heat   core peel   cornstarch cornstarch melt water cinnamon thick studio bring saucepan occasionally remove small   mix apple sugar minute,cup butter large tart apple peel core slice inch thick cold water teaspoon cornstarch brown sugar ground cinnamon
Homemade Apple Cider,435,16,1 gallon,"10 large apples, quartered,   water, to cover, ¾ cup white sugar, 1 tablespoon ground cinnamon, 1 tablespoon ground allspice","Place apples in a large stockpot; cover with water by at least 2 inches. Stir in sugar, cinnamon, and allspice. Bring to a boil over medium-high heat. Boil, uncovered, for 1 hour. Reduce heat; cover and simmer for 2 hours.
Strain apple mixture through a fine-mesh sieve; discard solids. Drain cider again through a cheesecloth-lined sieve.
Refrigerate cider until cold, about 4 hours.











 LaDonna Langwell 
",4.4,https://www.allrecipes.com/recipe/211772/homemade-apple-cider/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 22g 8%, Dietary Fiber 2g 9%, Total Sugars 18g, Protein 0g, Vitamin C 4mg 21%, Calcium 12mg 1%, Iron 0mg 1%, Potassium 98mg 2%","Prep Time: 15 mins, Cook Time: 3 hrs, Additional Time: 4 hrs, Total Time: 7 hrs 15 mins, Servings: 16, Yield: 1 gallon",cover allspice allspice boil water discard solid mixture langwell stir strain apple heat large cold white cover inch apple boil uncovered place   refrigerate hour ground reduce   quarter cider hour   finemesh tablespoon mediumhigh drain      cup heat cheeseclothline sieve apple cinnamon ladonna water bring sieve stockpot sugar simmer,large apple quarter water cover cup white sugar tablespoon ground cinnamon allspice
Canned Apple Pie Filling,60,56,7 quarts,"4 ½ cups white sugar, 1 cup cornstarch, 2 teaspoons ground cinnamon, ¼ teaspoon ground nutmeg, 10 cups water, 2 teaspoons salt, 3 tablespoons lemon juice, 2 drops yellow food coloring, 6 pounds apples","Mix sugar, cornstarch, cinnamon, and nutmeg in a large pan. Add water and salt and mix well. Bring to a boil and cook until thick and bubbly. Remove from heat and add lemon juice and food coloring.
Sterilize canning jars, lids, and rings by boiling them in a large pot of water.
Peel, core, and slice apples. Pack the sliced apples into hot canning jars, leaving a 1/2 inch of headspace.
Fill jars with hot syrup, and gently remove air bubbles with a knife.
Put lids on and process in a water bath canner for 20 minutes.",4.5,https://www.allrecipes.com/recipe/15942/canned-apple-pie-filling/,"Total Fat 0g 0%, Sodium 85mg 4%, Total Carbohydrate 25g 9%, Dietary Fiber 1g 4%, Total Sugars 21g, Protein 0g, Vitamin C 3mg 13%, Calcium 5mg 0%, Iron 0mg 1%, Potassium 54mg 1%","Prep Time: 30 mins, Cook Time: 10 mins, Additional Time: 20 mins, Total Time: 1 hrs, Servings: 56, Yield: 7 quarts",boil leave    knife nutmeg bath   salt slice teaspoon white    water sterilize add ground cook pot fill canning cup process boil slice apple   food thick lid hot nutmeg headspace cup syrup cornstarch bubble    water inch heat canner jars salt air   lid color   drops ring lemon   pan cinnamon color peel water pack apple sugar minute juice pound jar large core teaspoon bubbly juice yellow   gently bring remove tablespoon mix,cup white sugar cornstarch teaspoon ground cinnamon nutmeg water salt tablespoon lemon juice drop yellow food color pound apple
Easy Apple Pie,60,8,1 9-inch pie,"1 (14.1 ounce) package pastry for a 9-inch double-crust pie, ¾ cup white sugar, or more to taste, 1 teaspoon ground cinnamon, 6 cups thinly sliced apples, 1 tablespoon butter","Preheat the oven to 450 degrees F (230 degrees C).
Line a 9-inch pie dish with one pastry crust; set second one aside.
Combine 3/4 cup sugar and cinnamon in a small bowl. Add more sugar if your apples are tart.
Layer apple slices in the prepared pie dish, sprinkling each layer with cinnamon-sugar mixture. Dot top layer with small pieces of butter. Cover with top crust.
Bake pie on the lowest rack of the preheated oven for 10 minutes. Reduce oven temperature to 350 degrees F (175 degrees C) and continue baking until golden brown and filling bubbles, 30 to 35 minutes more. Serve warm or cold.











dotdash meredith food studios
",4.6,https://www.allrecipes.com/recipe/12324/apple-pie-i/,"Total Fat 9g 12%, Saturated Fat 3g 14%, Cholesterol 4mg 1%, Sodium 128mg 6%, Total Carbohydrate 42g 15%, Dietary Fiber 3g 11%, Total Sugars 29g, Protein 2g, Vitamin C 4mg 22%, Calcium 11mg 1%, Iron 1mg 4%, Potassium 117mg 2%","Prep Time: 20 mins, Cook Time: 40 mins, Total Time: 1 hrs, Servings: 8, Yield: 1 9-inch pie",dot butter dotdash ounce combine low sliced meredith white   serve add preheat ground c brown rack cup crust small continue pie prepare slice butter f   apple degree aside   golden food pastry sugar thinly   inch tablespoon cup studio dish   cinnamonsugar   cover cinnamon sprinkling piece oven cold filling bake    cinnamon line tart package sugar minute bubble bake second doublecrust layer   c taste teaspoon preheat   minute   crust reduce set pie dish   warm apple bowl temperature   mixture apple,ounce package pastry inch doublecrust pie cup white sugar taste teaspoon ground cinnamon thinly slice apple tablespoon butter
Apple Crumb Pie,80,8,1 9-inch pie,"6 cups thinly sliced apples, 1 tablespoon lemon juice (Optional), ¾ cup white sugar, 2 tablespoons all-purpose flour, ½ teaspoon ground cinnamon, ⅛ teaspoon ground nutmeg, ½ cup raisins (Optional), ½ cup chopped walnuts (Optional), 1 (9 inch) pie shell, ½ cup all-purpose flour, ½ cup packed brown sugar, 3 tablespoons butter","Preheat the oven to 375 degrees F (190 degrees C).
Place sliced apples in a large bowl; sprinkle with lemon juice. Mix white sugar, 2 tablespoons flour, cinnamon, and nutmeg together in a small bowl; sprinkle mixture over apples and toss until evenly coated. Stir in raisins and walnuts; transfer mixture into pie shell.
Mix 1/2 cup flour and brown sugar together in a small bowl. Blend in butter with a fork until mixture is crumbly; sprinkle over apple filling. Cover top of pie loosely with aluminum foil.
Bake in the preheated oven for 25 minutes. Remove foil and bake until top is golden brown and filling is bubbly, about 25 to 30 minutes more. Cool on a wire rack before serving.",4.7,https://www.allrecipes.com/recipe/15587/apple-crumb-pie/,"Total Fat 15g 19%, Saturated Fat 4g 20%, Cholesterol 11mg 4%, Sodium 139mg 6%, Total Carbohydrate 70g 25%, Dietary Fiber 4g 13%, Total Sugars 49g, Protein 4g, Vitamin C 6mg 28%, Calcium 37mg 3%, Iron 1mg 8%, Potassium 261mg 6%","Prep Time: 30 mins, Cook Time: 50 mins, Total Time: 1 hrs 20 mins, Servings: 8, Yield: 1 9-inch pie",butter mixture nutmeg   slice white     place preheat ground crumbly shell c brown rack chop   cup small flour raisin fork f apple degree golden optional   sugar evenly thinly allpurpose blend nutmeg tablespoon cup transfer pack    cover stir cool toss oven walnut fill   aluminum loosely lemon shell coat juice    cinnamon serve sugar sprinkle minute walnut bake   flour bubbly    large filling bowl teaspoon preheat minute inch juice pie wire foil   apple bowl   remove tablespoon foil mix apple,cup thinly slice apple tablespoon lemon juice optional white sugar allpurpose flour teaspoon ground cinnamon nutmeg raisin chop walnut inch pie shell pack brown butter
Caramel Apples,25,6,6 caramel apples,"6  apples, 6  wooden craft sticks,   cooking spray, 1 (14 ounce) package individually wrapped caramels, unwrapped, 2 tablespoons milk","Remove the stem from each apple and press a craft stick into the top. Spray a baking sheet with cooking spray.
Place caramels and milk in a microwave-safe bowl; microwave for 2 minutes, stirring once. Set aside to cool briefly.
Roll each apple quickly in caramel sauce until well coated. Place on prepared sheet to set.









",4.4,https://www.allrecipes.com/recipe/21130/caramel-apples/,"Total Fat 6g 7%, Saturated Fat 2g 9%, Cholesterol 5mg 2%, Sodium 164mg 7%, Total Carbohydrate 70g 25%, Dietary Fiber 3g 12%, Total Sugars 57g, Protein 4g, Vitamin C 7mg 33%, Calcium 104mg 8%, Iron 0mg 2%, Potassium 295mg 6%","Prep Time: 8 mins, Cook Time: 2 mins, Additional Time: 15 mins, Total Time: 25 mins, Servings: 6, Yield: 6 caramel apples",cooking set quickly microwave sheet wooden milk ounce cool bowl minute stir stick place stem individually stick bake   unwrapped   set caramel wrap spray aside coated press   sauce caramel microwavesafe apple spray briefly caramel spray craft prepare remove roll tablespoon   package apple,apple wooden craft stick cooking spray ounce package individually wrap caramel unwrapped tablespoon milk
German Apple Cake,60,24,1 9x13-inch cake,"1 cup vegetable oil, 2  eggs, 2 cups white sugar, 1 teaspoon vanilla extract, 2 cups all-purpose flour, 2 teaspoons ground cinnamon, 1 teaspoon baking soda, ½ teaspoon salt, 4 cups apples - peeled, cored and diced","Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch cake pan.
Beat oil and eggs in a mixing bowl with an electric mixer until creamy. Add sugar and vanilla; beat well.
Stir together flour, cinnamon, baking soda, and salt in a bowl. Slowly add flour mixture to egg mixture; mix until combined. The batter will be very thick. Fold in apples by hand using a wooden spoon. Spread batter into the prepared pan.
Bake cake in the preheated oven until a toothpick inserted into the center comes out clean, about 45 minutes. Cool cake on a wire rack.",4.6,https://www.allrecipes.com/recipe/7915/german-apple-cake-i/,"Total Fat 10g 12%, Saturated Fat 1g 7%, Cholesterol 16mg 5%, Sodium 107mg 5%, Total Carbohydrate 28g 10%, Dietary Fiber 1g 3%, Total Sugars 19g, Protein 2g, Vitamin C 1mg 5%, Calcium 7mg 1%, Iron 1mg 3%, Potassium 41mg 1%","Prep Time: 15 mins, Cook Time: 45 mins, Total Time: 1 hrs, Servings: 24, Yield: 1 9x13-inch cake",mixture extract salt teaspoon white    xinch soda preheat add ground combine mixer c    cup flour prepare mix electric f spoon apple degree cake egg creamy beat batter sugar allpurpose   bowl cup peel vegetable egg thick vanilla   center vanilla clean stir salt cool mixture hand oven oil baking    pan dice cinnamon egg slowly sugar minute bake come flour rack toothpick wooden spread teaspoon preheat wire grease   core bowl oil insert mix fold,cup vegetable oil egg white sugar teaspoon vanilla extract allpurpose flour ground cinnamon bake soda salt apple peel core dice
"Awesome Sausage, Apple and Cranberry Stuffing",90,10,missing,"3 ¾ cups cubed white bread, 1 ½ cups cubed whole wheat bread, 1 pound ground turkey sausage, 1 cup chopped onion, ¾ cup chopped celery, 2 ½ teaspoons dried sage, 1 ½ teaspoons dried rosemary, ½ teaspoon dried thyme, 1  Golden Delicious apple, cored and chopped, ¾ cup dried cranberries, ⅓ cup minced fresh parsley, 1  cooked turkey liver, finely chopped, ¾ cup turkey stock, 4 tablespoons unsalted butter, melted","Preheat the oven to 350 degrees F (175 degrees C).
Spread white and whole wheat bread cubes in a single layer on a large baking sheet.
Bake in the preheated oven until evenly toasted, 5 to 7 minutes. Transfer toasted bread cubes to a large bowl.
Cook sausage and onions in a large skillet over medium heat, stirring and breaking up lumps, until evenly browned, 6 to 8 minutes. Add celery, sage, rosemary, and thyme; cook and stir until flavors blend, about 2 minutes.
Pour sausage mixture over bread in bowl. Mix in chopped apple, dried cranberries, parsley, and liver. Drizzle with turkey stock and melted butter; mix lightly.
Allow stuffing to cool completely before loosely stuffing a turkey.











Dotdash Meredith Food Studios
",4.8,https://www.allrecipes.com/recipe/13651/awesome-sausage-apple-and-cranberry-stuffing/,"Total Fat 12g 15%, Saturated Fat 5g 25%, Cholesterol 80mg 27%, Sodium 548mg 24%, Total Carbohydrate 22g 8%, Dietary Fiber 2g 8%, Total Sugars 9g, Protein 13g, Vitamin C 9mg 44%, Calcium 47mg 4%, Iron 3mg 17%, Potassium 268mg 6%","Prep Time: 15 mins, Cook Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 30 mins, Servings: 10",stock dotdash mixture medium   cube sausage onion teaspoon sausage white sheet meredith    liver add preheat ground cook brown butter c butter    fresh stock chop cup toast lightly delicious chop bread f pound degree parsley heat golden liver food evenly    thyme stuff cup turkey turkey transfer studio   sage   cranberry bread stir cool finely pour dry oven stir flavor bake    loosely completely   unsalted break    apple mince minute toast wheat bake single blend melt layer large lump skillet celery spread teaspoon preheat drizzle cube rosemary    onion core bowl cook thyme tablespoon mix allow,cup cube white bread wheat pound ground turkey sausage chop onion celery teaspoon dry sage rosemary thyme golden delicious apple core cranberry mince fresh parsley cook liver finely stock tablespoon unsalte butter melt
Apple Hand Pies,75,4,4 hand pies,"2 tablespoons butter, 2 large green apples - peeled, cored, and cut into chunks, 2 tablespoons brown sugar, ¼ cup white sugar, ¼ teaspoon salt, 1 ½ teaspoons ground cinnamon, or to taste, 1 teaspoon water, or more if needed (Optional), 1 pound prepared pie dough, cut into 4 pieces, 1  egg, 2 teaspoons milk, 1 teaspoon white sugar, or as needed","Melt butter in a large skillet over medium heat; let butter brown to a light golden color and smell toasted, about 1 minute. Stir apples into hot butter; sprinkle with 1/4 cup white sugar, brown sugar, and salt. Cook and stir apple mixture until apples are softened, about 5 minutes. Mix in cinnamon and water; continue cooking until apples are soft and sticky, 1 to 2 more minutes. Spread apple filling onto a plate to cool.
Preheat the oven to 400 degrees F (200 degrees C). Line a baking sheet with a silicone mat or parchment paper.
Form a dough piece into a ball, place on a floured work surface, and roll into a circle about 8 inches in diameter. Spoon 1/3 to 1/2 cup apple filling in the center. Fold dough over filling, leaving about 1 inch of dough on the bottom side visible below the top side. Gently press dough closed around filling, using your fingertips.
Fold the overhanging bottom part of dough up over the top edge, working your way around the crust, and pinch the overhang tightly to the top part of the crust.
Crimp the edge tightly closed, pinching a little bit of dough with the thumb and forefinger of one hand and using your index finger on the other hand to push a small notch into the pinched dough. Continue pinching and notching all the way around until crust is tightly crimped together. Repeat with remaining dough and filling. Transfer pies onto prepared baking sheet.
Whisk egg with milk in a small bowl until thoroughly combined. Brush top of each hand pie with egg mixture and sprinkle with about 1/4 teaspoon white sugar. Cut 3 small vent holes in the top of each pie.
Bake in the preheated oven until pies are golden brown and filling is bubbling, 25 to 30 minutes. Let cool for at least 15 minutes before serving.











Dotdash Meredith Food Studios
",4.7,https://www.allrecipes.com/recipe/234374/apple-hand-pies/,"Total Fat 42g 54%, Saturated Fat 13g 64%, Cholesterol 62mg 21%, Sodium 754mg 33%, Total Carbohydrate 82g 30%, Dietary Fiber 6g 23%, Total Sugars 31g, Protein 9g, Vitamin C 5mg 27%, Calcium 38mg 3%, Iron 4mg 19%, Potassium 215mg 5%","Prep Time: 25 mins, Cook Time: 35 mins, Additional Time: 15 mins, Total Time: 1 hrs 15 mins, Servings: 4, Yield: 4 hand pies",way butter leaving    thoroughly mixture dotdash medium   plate visible teaspoon sheet white little meredith green minute      close place ball overhang preheat thumb ground cool combine cook fill butter paper spoon cut c brown butter    dough salt parchment egg roll small pie continue water prepare   bit   sheet repeat soften f mat pound apple degree sugar edge chunk golden crust optional surface food pinch brush forefinger flour remain   hot bowl core cup heat diameter peel transfer studio finger whisk let   overhang water silicone inch cinnamon notch soft stir salt index cool dough hand center oven vent fill bake   form inch need smell   bubble   piece tightly crust pinch light cinnamon fingertip   egg melt serve sticky work line notch minutes sugar sprinkle toast cook bake   pie edge milk piece crimp large filling close push skillet taste teaspoon spread circle preheat minute work crust pinch pie hole milk crimp   press   color gently tablespoon mix fold dough apple,tablespoon butter large green apple peel core cut chunk brown sugar cup white teaspoon salt ground cinnamon taste water need optional pound prepare pie dough piece egg milk
